age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,coded-income,tax-bracket,income-90k-threshold
23,Private,479670,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,35,3,<=90k
24,Private,599707,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Other,Male,45,United-States,37,4,>90k
30,Private,357202,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,41,4,>90k
27,Private,559263,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,20,3,<=90k
26,Private,587719,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,41,4,>90k
27,Private,852249,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,41,4,>90k
32,Private,387974,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,41,4,>90k
27,Private,465179,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,60,United-States,28,3,<=90k
29,Self-emp-not-inc,398585,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,31,3,<=90k
38,Private,532358,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Canada,41,4,>90k
53,Self-emp-not-inc,434690,Some-college,10,Never-married,Construction,Not-in-family,White,Male,40,United-States,10,2,<=90k
31,Private,380147,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,37,4,>90k
31,Private,374024,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,32,3,<=90k
25,Private,384253,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,33,3,<=90k
22,Private,433577,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,India,41,4,>90k
43,Private,447842,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,United-States,41,4,>90k
36,Private,428687,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,16,2,<=90k
23,Private,918609,Bachelors,13,Never-married,Other-service,Not-in-family,Other,Female,60,United-States,17,2,<=90k
24,Private,622868,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,30,United-States,13,2,<=90k
25,Private,606545,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male,40,United-States,13,2,<=90k
28,Private,597656,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,40,United-States,17,2,<=90k
36,Private,457763,Masters,14,Never-married,Other-service,Not-in-family,Other,Male,45,United-States,20,3,<=90k
28,Private,442069,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,15,2,<=90k
27,Private,396411,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,37,4,>90k
36,Private,439076,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
35,Private,374024,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,33,3,<=90k
32,Private,374024,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,38,4,>90k
34,Private,284615,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,55,United-States,18,3,<=90k
33,Private,284615,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,40,United-States,13,2,<=90k
29,Private,433676,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-Kingdom,41,4,>90k
34,Private,395917,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,New-Zealand,31,3,<=90k
54,Self-emp-not-inc,351419,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,30,China,8,2,<=90k
32,Private,359817,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,United-States,41,4,>90k
31,Private,295230,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,60,Vietnam,41,4,>90k
38,Private,396196,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,50,Canada,41,4,>90k
39,Private,353610,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
25,Private,458557,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,17,2,<=90k
72,Private,316671,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Male,35,Mexico,39,4,>90k
22,Private,372495,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,25,United-States,5,2,<=90k
22,Private,372495,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,49,United-States,13,2,<=90k
32,Private,500657,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,40,China,13,2,<=90k
48,Private,349532,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
44,Private,394259,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
39,Private,358019,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,41,4,>90k
43,Local-gov,490619,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,40,Spain,41,4,>90k
41,Private,405985,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
53,Private,456416,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
21,Private,869548,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Other,Female,40,United-States,10,2,<=90k
38,Private,552156,Some-college,10,Divorced,Prof-specialty,Own-child,Other,Female,32,United-States,13,2,<=90k
31,Private,434972,Bachelors,13,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,40,Thailand,17,2,<=90k
48,Private,448687,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Male,50,Brazil,41,4,>90k
27,Private,458557,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,17,2,<=90k
28,Private,458557,Doctorate,16,Never-married,Other-service,Not-in-family,White,Male,35,United-States,9,2,<=90k
43,Self-emp-inc,365870,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,41,4,>90k
33,Self-emp-not-inc,369410,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,31,United-States,9,2,<=90k
29,Private,409954,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,27,3,<=90k
30,Private,395917,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,29,3,<=90k
27,Private,396411,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,23,3,<=90k
29,Private,427750,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,33,3,<=90k
29,Private,434858,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,United-States,41,4,>90k
25,Private,396411,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,24,3,<=90k
21,Private,650888,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,30,United-States,7,2,<=90k
28,Private,502929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,26,3,<=90k
28,Private,502929,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,21,3,<=90k
32,Self-emp-not-inc,483408,Masters,14,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,60,India,41,4,>90k
31,Private,344358,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,42,United-States,15,2,<=90k
33,Private,519817,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,52,USSR,41,4,>90k
31,Private,344358,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,35,3,<=90k
30,Private,356128,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,29,3,<=90k
29,Private,566586,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Moldova,7,2,<=90k
24,Private,414544,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,22,3,<=90k
23,Private,345179,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,12,2,<=90k
48,Private,506578,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,70,United-States,14,2,<=90k
76,Private,453502,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,50,Philippines,17,2,<=90k
40,Private,382782,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Hong-Kong,41,4,>90k
74,Self-emp-inc,338365,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,30,United-States,41,4,>90k
37,Private,504723,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,30,United-States,11,2,<=90k
63,Private,423561,5th-6th,3,Divorced,Production,Unmarried,White,Female,40,Mexico,29,3,<=90k
35,State-gov,376005,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,41,4,>90k
31,Private,413189,Bachelors,13,Never-married,Other-service,Own-child,White,Female,25,United-States,15,2,<=90k
28,Private,431786,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,8,2,<=90k
35,Private,445859,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,50,United-States,25,3,<=90k
56,Private,349747,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,41,4,>90k
24,Private,397314,Bachelors,13,Never-married,Other-service,Own-child,White,Female,40,United-States,21,3,<=90k
64,Federal-gov,300680,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,41,4,>90k
33,Private,392596,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,13,2,<=90k
57,Private,411491,Bachelors,13,Divorced,Sales,Unmarried,White,Female,40,El-Salvador,17,2,<=90k
36,State-gov,369783,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,40,Ukraine,26,3,<=90k
33,Private,389365,HS-grad,9,Never-married,Production,Not-in-family,White,Male,40,United-States,13,2,<=90k
64,Private,341371,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
63,Private,384212,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,41,4,>90k
69,Private,363510,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,41,4,>90k
34,Local-gov,674662,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,30,United-States,10,2,<=90k
30,Federal-gov,674662,Bachelors,13,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,40,United-States,29,3,<=90k
31,Federal-gov,387800,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,33,3,<=90k
39,Private,516924,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,55,United-States,41,4,>90k
26,Private,439269,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,45,Korea,21,3,<=90k
34,Private,709831,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40,United-States,19,3,<=90k
57,Private,291510,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,40,Chile,29,3,<=90k
26,Private,377894,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,13,2,<=90k
46,Private,705944,Masters,14,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,21,3,<=90k
76,Self-emp-not-inc,327698,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,41,4,>90k
66,Local-gov,372903,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,23,3,<=90k
57,Self-emp-not-inc,356788,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,5,United-States,14,2,<=90k
50,Private,385112,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,Greece,33,3,<=90k
40,Self-emp-not-inc,361218,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,10,United-States,8,2,<=90k
31,Private,530282,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
58,Local-gov,388154,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,18,3,<=90k
37,Self-emp-inc,421593,Some-college,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,45,China,25,3,<=90k
33,Private,475408,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,40,China,13,2,<=90k
29,Private,474958,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,China,41,4,>90k
43,Self-emp-not-inc,785206,HS-grad,9,Married-civ-spouse,Construction,Husband,Amer-Indian-Eskimo,Male,60,United-States,17,2,<=90k
19,Private,557467,Some-college,10,Never-married,Sales,Own-child,Other,Female,20,United-States,9,2,<=90k
55,Private,495624,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,40,United-States,37,4,>90k
30,Private,656737,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Male,35,United-States,9,2,<=90k
50,Private,394399,Masters,14,Divorced,Sales,Not-in-family,White,Male,50,United-States,41,4,>90k
37,Private,454835,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,40,Elsewhere,19,3,<=90k
51,Private,522463,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,40,Elsewhere,29,3,<=90k
56,Private,358115,12th,8,Divorced,Other-service,Not-in-family,Black,Female,40,Brazil,7,2,<=90k
41,Private,339247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
28,Private,348921,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,United-States,31,3,<=90k
24,Private,446810,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,India,41,4,>90k
56,Private,388154,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Japan,13,2,<=90k
58,Private,343959,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,41,4,>90k
56,Self-emp-inc,390698,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
52,State-gov,407801,HS-grad,9,Divorced,Construction,Not-in-family,Other,Male,40,United-States,25,3,<=90k
45,Private,476174,12th,8,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,25,United-States,5,2,<=90k
59,Private,390394,Some-college,10,Married-civ-spouse,Production,Husband,White,Male,40,United-States,41,4,>90k
60,Private,413038,12th,8,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,41,4,>90k
36,Private,421593,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,35,South-Korea,41,4,>90k
49,Private,465818,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
70,Self-emp-inc,365967,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,15,United-States,14,2,<=90k
69,Self-emp-inc,395998,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,30,United-States,31,3,<=90k
36,Private,444676,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,United-States,41,4,>90k
57,Private,445204,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,52,United-States,37,4,>90k
45,Private,366231,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
33,Private,279905,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,United-States,19,3,<=90k
29,Private,423474,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,19,3,<=90k
50,Private,348576,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,41,4,>90k
37,Private,392914,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,41,4,>90k
40,Self-emp-inc,377839,Prof-school,15,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,50,USSR,41,4,>90k
30,Private,529306,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,China,35,3,<=90k
29,Private,285967,Bachelors,13,Married-civ-spouse,Other-service,Not-in-family,Asian-Pac-Islander,Male,45,China,27,3,<=90k
32,Private,529306,Bachelors,13,Married-spouse-absent,Production,Not-in-family,Asian-Pac-Islander,Male,40,China,31,3,<=90k
27,Private,364976,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,China,41,4,>90k
26,Private,364976,Masters,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,China,34,3,<=90k
39,Private,521268,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,41,4,>90k
56,Local-gov,344240,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,China,41,4,>90k
48,Private,472274,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,China,41,4,>90k
46,Private,461567,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,41,4,>90k
41,Self-emp-inc,508484,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,Vietnam,15,2,<=90k
77,Private,409329,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,25,3,<=90k
18,Private,348939,12th,8,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,12,United-States,3,1,<=90k
54,Federal-gov,355361,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,Philippines,21,3,<=90k
51,Private,355361,Assoc-voc,11,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,40,Philippines,21,3,<=90k
24,Private,669571,Some-college,10,Never-married,Other-service,Unmarried,White,Female,32,United-States,25,3,<=90k
44,Private,460698,Assoc-acdm,12,Divorced,Adm-clerical,Other-relative,White,Female,32,United-States,27,3,<=90k
21,Private,669571,Some-college,10,Never-married,Other-service,Other-relative,White,Female,28,United-States,13,2,<=90k
58,Private,371334,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,Czech-Republic,41,4,>90k
71,Local-gov,382621,Bachelors,13,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,4,United-States,7,2,<=90k
52,Private,356201,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Ireland,41,4,>90k
47,Private,515413,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,Taiwan,41,4,>90k
43,Private,415329,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,41,4,>90k
72,Self-emp-not-inc,336469,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,Poland,36,4,<=90k
52,Private,469518,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam,31,3,<=90k
56,Private,359787,Doctorate,16,Divorced,Exec-managerial,Unmarried,White,Male,30,United-States,41,4,>90k
54,Self-emp-inc,386548,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,Taiwan,41,4,>90k
26,Private,405255,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,41,4,>90k
23,Private,341223,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,50,China,15,2,<=90k
40,Private,513739,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,41,4,>90k
66,Private,338585,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,41,4,>90k
23,Self-emp-not-inc,484642,Some-college,10,Never-married,Other-service,Own-child,White,Female,5,United-States,1,1,<=90k
22,Private,396206,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,9,2,<=90k
31,Private,303705,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,41,4,>90k
42,Private,570962,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,40,Mongolia,14,2,<=90k
42,Private,348681,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,39,4,>90k
58,Private,385183,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,40,France,28,3,<=90k
36,Private,571610,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,England,41,4,>90k
36,Private,449108,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,45,United-States,41,4,>90k
36,Private,336502,HS-grad,9,Never-married,Construction,Not-in-family,White,Male,40,United-States,21,3,<=90k
61,Private,355982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,41,4,>90k
65,Private,499685,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,United-States,41,4,>90k
20,Private,471786,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,20,United-States,10,2,<=90k
39,Private,348206,Bachelors,13,Divorced,Adm-clerical,Other-relative,White,Female,35,United-States,18,3,<=90k
42,Private,362840,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,41,4,>90k
44,State-gov,336144,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,28,3,<=90k
56,Private,371334,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Russia,41,4,>90k
30,Private,534738,Assoc-acdm,12,Divorced,Construction,Not-in-family,White,Male,40,United-States,19,3,<=90k
53,Private,474900,11th,7,Divorced,Craft-repair,Own-child,White,Male,40,United-States,8,2,<=90k
50,Self-emp-inc,397713,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,55,United-States,19,3,<=90k
41,Private,376131,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Female,45,United-States,41,4,>90k
49,Local-gov,460463,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,Pakistan,36,4,<=90k
51,Private,388932,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,41,4,>90k
21,Private,410466,Masters,14,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
64,Private,421159,Bachelors,13,Separated,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,Taiwan,41,4,>90k
43,Private,550432,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,40,4,>90k
65,State-gov,416509,Bachelors,13,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Vietnam,11,2,<=90k
33,Private,356837,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,India,38,4,>90k
39,Private,357398,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Germany,41,4,>90k
48,Private,361743,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,50,United-States,35,3,<=90k
58,Private,378693,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,50,United-States,41,4,>90k
60,Private,359787,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,Russia,41,4,>90k
48,Private,348576,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,31,3,<=90k
46,Private,371781,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,26,3,<=90k
34,Private,380014,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,40,France,41,4,>90k
65,Self-emp-not-inc,325000,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,21,3,<=90k
37,Private,401894,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,15,2,<=90k
25,Private,444695,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,33,3,<=90k
40,Private,364253,Bachelors,13,Separated,Sales,Unmarried,White,Female,45,United-States,41,4,>90k
58,Local-gov,387612,Masters,14,Married-civ-spouse,Exec-managerial,Own-child,White,Female,42,United-States,41,4,>90k
53,State-gov,346228,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,24,3,<=90k
29,Private,444181,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,3,1,<=90k
56,Private,369816,5th-6th,3,Never-married,Other-service,Unmarried,White,Female,40,Mexico,17,2,<=90k
45,Self-emp-not-inc,346456,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,60,Mexico,41,4,>90k
45,Self-emp-not-inc,555224,7th-8th,4,Married-civ-spouse,Construction,Husband,White,Male,45,Mexico,21,3,<=90k
22,Private,705032,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,13,2,<=90k
56,Private,433242,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,13,2,<=90k
23,Private,669571,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,35,United-States,12,2,<=90k
23,Private,405228,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,17,2,<=90k
25,Private,449121,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,52,United-States,17,2,<=90k
32,Private,385022,Doctorate,16,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,40,Pakistan,41,4,>90k
37,Private,383142,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,Pakistan,41,4,>90k
47,Private,327704,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,China,41,4,>90k
38,Private,475764,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Mexico,17,2,<=90k
32,Local-gov,367455,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,27,3,<=90k
29,Private,459482,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,India,33,3,<=90k
25,Private,459482,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,45,United-States,41,4,>90k
34,Private,303705,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,United-States,33,3,<=90k
50,Private,313011,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,16,2,<=90k
33,Private,513650,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,7,2,<=90k
47,Private,426221,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40,Argentina,41,4,>90k
61,Private,344240,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,41,4,>90k
28,Private,275684,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,India,36,4,<=90k
29,Private,275684,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,India,37,4,>90k
